id,price,square_feet,bedrooms,bathrooms,age_years,garage_spaces,pool,neighborhood,condition,description,id_squared,id_sqrt,square_feet_squared,square_feet_sqrt,bedrooms_squared,bedrooms_sqrt,bathrooms_squared,bathrooms_sqrt,age_years_squared,age_years_sqrt,neighborhood_encoded,condition_encoded,id_x_square_feet,id_x_bedrooms,square_feet_x_bedrooms,description_992,description_993,description_994,description_995,description_996,id_scaled,square_feet_scaled,bedrooms_scaled,bathrooms_scaled,age_years_scaled,garage_spaces_scaled,pool_scaled
15,131821.23524319526,3763.4157245658917,2,3.4881748808755377,10.0,3.0,1,Downtown,Poor,Property in location 14,225,3.872983346207417,14163297.915909816,61.34668470721048,4,1.4142135623730951,12.167363999571071,1.8676656234121614,100.0,3.1622776601683795,281346.191222543,273523.7892738089,56451.23586848837,30,7526.831449131783,0.0,0.0,0.0,0.0,0.0,-1.6818221750606774,0.6798908014157602,-0.7170308416732535,1.1103547222099714,-1.3671090600479276,1.4029420251649094,0.9416965821485118
16,132532.02943404522,4686.042933145796,3,3.1963678205288675,91.0,2.0,0,Suburbs,Fair,Property in location 15,256,4.0,21958998.37128566,68.45467794932496,9,1.7320508075688772,10.216767244112463,1.7878388687263926,8281.0,9.539392014169456,262766.53441198374,265728.2894519788,74976.68693033274,48,14058.128799437389,0.0,0.0,0.0,0.0,0.0,-1.6783580717134876,1.432083361393575,-0.014059428268103021,0.767420316456758,1.480929090501341,0.4931843979248657,-1.061913167103641
17,186909.00933179198,1558.416449534801,1,2.065123169355875,75.0,0.0,0,Rural,Good,Property in location 16,289,4.123105625617661,2428661.830180655,39.47678367768581,1,1.0,4.264733704610454,1.4370536417809445,5625.0,8.660254037844387,267731.6944756149,266790.1207078561,26493.079642091616,17,1558.416449534801,0.0,0.0,0.0,0.0,0.0,-1.6748939683662978,-1.1177843961190408,-1.420002255078404,-0.5620290524194813,0.9183536533558065,-1.3263308565552216,-1.061913167103641
18,286140.394234507,3185.369968321044,5,3.0949334716827184,38.0,1.0,1,Suburbs,Excellent,Property in location 17,324,4.242640687119285,10146581.835081607,56.43908192308805,25,2.23606797749979,9.578613194142044,1.7592423004471893,1444.0,6.164414002968976,262766.53441198374,276815.30051912507,57336.65942977879,90,15926.849841605219,0.0,0.0,0.0,0.0,0.0,-1.671429865019108,0.20862601198540623,1.391883398542198,0.6482137143163132,-0.3826020450432422,-0.416573229315178,0.9416965821485118
19,244375.2583889521,4645.050849869776,4,2.1856177789299105,89.0,2.0,0,Suburbs,Excellent,Property in location 18,361,4.358898943540674,21576497.39787593,68.15460989448752,16,2.0,4.776925075574515,1.4783835019811031,7921.0,9.433981132056603,262766.53441198374,276815.30051912507,88255.96614752575,76,18580.203399479105,0.0,0.0,0.0,0.0,0.0,-1.6679657616719181,1.3986636445550997,0.6889119851370474,-0.42042265234935744,1.4106071608581492,0.4931843979248657,-1.061913167103641
20,181053.11308911885,942.5731100603551,2,3.8586903879934824,76.0,0.0,1,Rural,Poor,Property in location 19,400,4.47213595499958,888444.0678088503,30.701353554205962,4,1.4142135623730951,14.889491510393292,1.9643549546844843,5776.0,8.717797887081348,267731.6944756149,273523.7892738089,18851.4622012071,40,1885.1462201207103,0.0,0.0,0.0,0.0,0.0,-1.6645016583247283,-1.619864514455862,-0.7170308416732535,1.5457880359375116,0.9535146181774025,-1.3263308565552216,0.9416965821485118
21,325333.80262507073,3729.165122436728,1,3.9011580442781044,71.0,2.0,0,Suburbs,Excellent,Property in location 20,441,4.58257569495584,13906672.510398535,61.06689055811445,1,1.0,15.219034086435764,1.9751349433084577,5041.0,8.426149773176359,262766.53441198374,276815.30051912507,78312.46757117129,21,3729.165122436728,0.0,0.0,0.0,0.0,0.0,-1.6610375549775385,0.6519672285395912,-1.420002255078404,1.5956964255919526,0.7777097940694229,0.4931843979248657,-1.061913167103641
22,112772.23729341882,2048.8658309647135,3,2.1783813274280304,62.0,2.0,0,Suburbs,Poor,Property in location 21,484,4.69041575982343,4197851.193294726,45.264399156121726,9,1.7320508075688772,4.745345207687108,1.4759340525335238,3844.0,7.874007874011811,262766.53441198374,273523.7892738089,45075.048281223695,66,6146.5974928941405,0.0,0.0,0.0,0.0,0.0,-1.6575734516303484,-0.7179345192385109,-0.014059428268103021,-0.4289269983121008,0.46126111067505965,0.4931843979248657,-1.061913167103641
23,181465.09184084818,4682.464020581428,2,3.562665719022604,63.0,2.0,1,Suburbs,Fair,Property in location 22,529,4.795831523312719,21925469.304039586,68.42853221121601,4,1.4142135623730951,12.692587025498849,1.887502508348692,3969.0,7.937253933193772,262766.53441198374,265728.2894519788,107696.67247337283,46,9364.928041162855,0.0,0.0,0.0,0.0,0.0,-1.6541093482831586,1.4291655725199162,-0.7170308416732535,1.1978970568048737,0.49642207549665557,0.4931843979248657,0.9416965821485118
24,214862.82948216127,4878.444629694544,3,3.3192671250923986,60.0,2.0,0,Downtown,Excellent,Property in location 23,576,4.898979485566356,23799222.00499554,69.84586336852415,9,1.7320508075688772,11.017534247719157,1.8218855960494333,3600.0,7.745966692414834,281346.191222543,276815.30051912507,117082.67111266906,72,14635.333889083633,0.0,0.0,0.0,0.0,0.0,-1.6506452449359688,1.5889431670932501,-0.014059428268103021,0.9118527367275607,0.39093918103186787,0.4931843979248657,-1.061913167103641
25,255231.49289766618,4765.919254276423,4,1.9299998115153678,53.0,2.0,1,Suburbs,Good,Property in location 24,625,5.0,22713986.338282738,69.03563756695829,16,2.0,3.7248992724493553,1.3892443311078753,2809.0,7.280109889280518,262766.53441198374,266790.1207078561,119147.98135691058,100,19063.677017105692,0.0,0.0,0.0,0.0,0.0,-1.647181141588779,1.4972043267348576,0.6889119851370474,-0.7208272952356849,0.1448124272806965,0.4931843979248657,0.9416965821485118
26,403329.18262685614,2791.699709961348,5,1.696119486703318,91.0,0.0,0,Rural,Excellent,Property in location 25,676,5.0990195135927845,7793587.270598276,52.83653764168644,25,2.23606797749979,2.876821313174727,1.302351521941491,8281.0,9.539392014169456,267731.6944756149,276815.30051912507,72584.19245899505,130,13958.49854980674,0.0,0.0,0.0,0.0,0.0,-1.643717038241589,-0.11232251052617763,1.391883398542198,-0.995685655795925,1.480929090501341,-1.3263308565552216,-1.061913167103641
27,139853.20197126188,4420.579134155116,2,2.3747039511785015,93.0,1.0,1,Rural,Poor,Property in location 26,729,5.196152422706632,19541519.88132759,66.48743591202113,4,1.4142135623730951,5.639218855742787,1.5410074468277244,8649.0,9.643650760992955,267731.6944756149,273523.7892738089,119355.63662218812,54,8841.158268310232,0.0,0.0,0.0,0.0,0.0,-1.6402529348943993,1.2156580352300634,-0.7170308416732535,-0.19820680178294312,1.5512510201445329,-0.416573229315178,0.9416965821485118
28,281405.4972861252,4347.107473847296,2,3.344046521843219,72.0,1.0,0,Suburbs,Fair,Property in location 27,784,5.291502622129181,18897343.38917902,65.93259796069995,4,1.4142135623730951,11.18264714025173,1.82867343225717,5184.0,8.48528137423857,262766.53441198374,265728.2894519788,121719.0092677243,56,8694.214947694592,0.0,0.0,0.0,0.0,0.0,-1.6367888315472092,1.1557586135147402,-0.7170308416732535,0.9409737171780347,0.8128707588910188,-0.416573229315178,-1.061913167103641
29,316586.5559879191,2140.2219876216736,4,3.8805033541862364,94.0,1.0,0,Suburbs,Poor,Property in location 28,841,5.385164807134504,4580550.156299267,46.26253330311337,16,2.0,15.058306281850632,1.9698993259012594,8836.0,9.695359714832659,262766.53441198374,273523.7892738089,62066.43764102853,116,8560.887950486695,0.0,0.0,0.0,0.0,0.0,-1.6333247282000194,-0.6434543600729233,0.6889119851370474,1.5714228392563216,1.586411984966129,-0.416573229315178,-1.061913167103641
30,70902.68572399898,4281.444991432845,1,3.290737206599718,57.0,1.0,0,Suburbs,Excellent,Property in location 29,900,5.477225575051661,18330771.214665394,65.43275167248314,1,1.0,10.828951362899714,1.8140389209164498,3249.0,7.54983443527075,262766.53441198374,276815.30051912507,128443.34974298536,30,4281.444991432845,0.0,0.0,0.0,0.0,0.0,-1.6298606248528296,1.102225799521702,-1.420002255078404,0.8783241078011333,0.2854562865670801,-0.416573229315178,-1.061913167103641
31,323395.18335564726,955.432065805069,5,3.56562095505511,84.0,0.0,0,Rural,Poor,Property in location 30,961,5.5677643628300215,912850.4323685417,30.9100641507757,25,2.23606797749979,12.713652795128116,1.888285189015449,7056.0,9.16515138991168,267731.6944756149,273523.7892738089,29618.39403995714,155,4777.160329025345,0.0,0.0,0.0,0.0,0.0,-1.6263965215056397,-1.6093809618895496,1.391883398542198,1.2013700780246617,1.2348023367501697,-1.3263308565552216,-1.061913167103641
32,126735.8556592812,3304.333489624623,2,2.80919291851155,55.0,3.0,0,Rural,Poor,Property in location 31,1024,5.656854249492381,10918619.810654838,57.48333227662278,4,1.4142135623730951,7.8915648534154395,1.6760647119104768,3025.0,7.416198487095663,267731.6944756149,273523.7892738089,105738.67166798793,64,6608.666979249246,0.0,0.0,0.0,0.0,0.0,-1.62293241815845,0.30561369541937533,-0.7170308416732535,0.31240872493416605,0.2151343569238883,1.4029420251649094,-1.061913167103641
33,79273.21684337579,1766.0371166083528,5,3.5062234925263778,33.0,3.0,1,Downtown,Fair,Property in location 32,1089,5.744562646538029,3118887.0972383446,42.02424439068896,25,2.23606797749979,12.29360317954387,1.8724912529906188,1089.0,5.744562646538029,281346.191222543,265728.2894519788,58279.22484807564,165,8830.185583041764,0.0,0.0,0.0,0.0,0.0,-1.61946831481126,-0.9485169827823665,1.391883398542198,1.1315656206159188,-0.5584068691512217,1.4029420251649094,0.9416965821485118
34,476998.491764,1306.380920264571,2,3.353262574010253,,0.0,0,Downtown,Good,Property in location 33,1156,5.830951894845301,1706631.1088313072,36.14389188043494,4,1.4142135623730951,11.244369890257868,1.831191572176503,,,281346.191222543,266790.1207078561,44416.95128899541,68,2612.761840529142,0.0,0.0,0.0,0.0,0.0,-1.6160042114640703,-1.323262023707041,-0.7170308416732535,0.9518045084876684,,-1.3263308565552216,-1.061913167103641
35,484534.4148835517,1123.2034468426784,5,2.13095662577884,51.0,0.0,1,Downtown,Excellent,Property in location 34,1225,5.916079783099616,1261585.9829992736,33.51422752865831,25,2.23606797749979,4.54097614095074,1.4597796497344522,2601.0,7.14142842854285,281346.191222543,276815.30051912507,39312.12063949375,175,5616.017234213392,0.0,0.0,0.0,0.0,0.0,-1.6125401081168802,-1.4726015742667493,1.391883398542198,-0.4846609543677466,0.07449049763750466,-1.3263308565552216,0.9416965821485118
36,413778.8066524075,3724.412858688187,3,2.655970906362163,88.0,2.0,1,Rural,Fair,Property in location 35,1296,6.0,13871251.141961914,61.02796784006647,9,1.7320508075688772,7.05418145544225,1.6297149770319235,7744.0,9.38083151964686,267731.6944756149,265728.2894519788,134078.86291277473,108,11173.238576064561,0.0,0.0,0.0,0.0,0.0,-1.6090760047696904,0.6480928387519687,-0.014059428268103021,0.1323407731089518,1.3754461960365534,0.4931843979248657,0.9416965821485118
37,187076.1961280168,2227.474847825878,2,3.4142593659690847,75.0,2.0,1,Downtown,Good,Property in location 36,1369,6.082762530298219,4961644.197696919,47.196131704048355,4,1.4142135623730951,11.657167018107616,1.8477714593447656,5625.0,8.660254037844387,281346.191222543,266790.1207078561,82416.56936955749,74,4454.949695651756,0.0,0.0,0.0,0.0,0.0,-1.6056119014225005,-0.5723195055270606,-0.7170308416732535,1.0234885129062168,0.9183536533558065,0.4931843979248657,0.9416965821485118
38,93952.45130287274,3844.020440420798,5,1.138170202569869,0.0,2.0,0,Suburbs,Poor,Property in location 37,1444,6.164414002968976,14776493.146372905,62.00016484188407,25,2.23606797749979,1.2954314100179367,1.0668505999294695,0.0,0.0,262766.53441198374,273523.7892738089,146072.7767359903,190,19220.10220210399,0.0,0.0,0.0,0.0,0.0,-1.6021477980753107,0.745605606920475,1.391883398542198,-1.651392909648594,-1.7187187082638868,0.4931843979248657,-1.061913167103641
39,357904.8619304706,1074.4966313555578,1,3.4242378470674897,54.0,1.0,1,Suburbs,Good,Property in location 38,1521,6.244997998398398,1154543.0107944414,32.77951542283012,1,1.0,11.725404833289398,1.8504696287881868,2916.0,7.3484692283495345,262766.53441198374,266790.1207078561,41905.36862286676,39,1074.4966313555578,0.0,0.0,0.0,0.0,0.0,-1.5986836947281209,-1.512310899863179,-1.420002255078404,1.0352153178770624,0.17997339210229238,-0.416573229315178,0.9416965821485118
40,248068.62218282057,2124.2194188885633,3,1.5336643721470704,21.0,2.0,0,Rural,Poor,Property in location 39,1600,6.324555320336759,4512308.139583265,46.08925491791512,9,1.7320508075688772,2.3521264063932676,1.2384120364995934,441.0,4.58257569495584,267731.6944756149,273523.7892738089,84968.77675554252,120,6372.65825666569,0.0,0.0,0.0,0.0,0.0,-1.595219591380931,-0.6565008137539354,-0.014059428268103021,-1.1866044365332078,-0.9803384470103726,0.4931843979248657,-1.061913167103641
41,104917.20568015048,3065.8634279764165,3,2.5440508513643167,39.0,3.0,1,Downtown,Poor,Property in location 40,1681,6.4031242374328485,9399518.559003303,55.37023955137287,9,1.7320508075688772,6.472194734327505,1.5950081038553743,1521.0,6.244997998398398,281346.191222543,273523.7892738089,125700.40054703307,123,9197.59028392925,0.0,0.0,0.0,0.0,0.0,-1.5917554880337412,0.11119562007849752,-0.014059428268103021,0.0008112703376479604,-0.34744108022164627,1.4029420251649094,0.9416965821485118
42,272829.6095500716,4121.037292323646,1,3.424826318667813,0.0,1.0,1,Suburbs,Fair,Property in location 41,1764,6.48074069840786,16982948.36472221,64.19530584336869,1,1.0,11.729435313039724,1.850628627971537,0.0,0.0,262766.53441198374,265728.2894519788,173083.56627759314,42,4121.037292323646,0.0,0.0,0.0,0.0,0.0,-1.5882913846865512,0.97144981902703,-1.420002255078404,1.0359068952443808,-1.7187187082638868,-0.416573229315178,0.9416965821485118
43,65474.83450184828,2138.7605123146936,5,1.7614632344700847,64.0,2.0,1,Rural,Poor,Property in location 42,1849,6.557438524302,4574296.52903661,46.246735153032084,25,2.23606797749979,3.1027527263898125,1.3272012788081862,4096.0,8.0,267731.6944756149,273523.7892738089,91966.70202953182,215,10693.802561573468,0.0,0.0,0.0,0.0,0.0,-1.5848272813393613,-0.6446458606511403,1.391883398542198,-0.9188930679693581,0.5315830403182515,0.4931843979248657,0.9416965821485118
44,459194.18093545194,3428.743781035438,4,1.7374223179184591,62.0,1.0,1,Downtown,Fair,Property in location 43,1936,6.6332495807108,11756283.915989192,58.55547609776082,16,2.0,3.0186363108011514,1.3181131658239589,3844.0,7.874007874011811,281346.191222543,265728.2894519788,150864.72636555927,176,13714.975124141753,0.0,0.0,0.0,0.0,0.0,-1.5813631779921715,0.40704198055300467,0.6889119851370474,-0.9471461795342386,0.46126111067505965,-0.416573229315178,0.9416965821485118
45,166450.99172000762,4521.106542591986,1,2.2082931953867555,53.0,3.0,1,Suburbs,Good,Property in location 44,2025,6.708203932499369,20440404.369468063,67.23917416649304,1,1.0,4.876558836791447,1.4860327033368934,2809.0,7.280109889280518,262766.53441198374,266790.1207078561,203449.79441663937,45,4521.106542591986,0.0,0.0,0.0,0.0,0.0,-1.5778990746449817,1.297615263454941,-1.420002255078404,-0.393774289357055,0.1448124272806965,1.4029420251649094,0.9416965821485118
46,348135.0279592919,3386.6253903656793,5,3.683928392732904,41.0,2.0,0,Downtown,Good,Property in location 45,2116,6.782329983125268,11469231.53466949,58.19471960896177,25,2.23606797749979,13.571328402783637,1.9193562443519712,1681.0,6.4031242374328485,281346.191222543,266790.1207078561,155784.76795682125,230,16933.126951828395,0.0,0.0,0.0,0.0,0.0,-1.5744349712977919,0.3727040163076246,1.391883398542198,1.3404060930820763,-0.27711915057845443,0.4931843979248657,-1.061913167103641
47,190269.98424023492,1778.429793965262,1,1.0013283443116237,20.0,3.0,1,Rural,Poor,Property in location 46,2209,6.855654600401044,3162812.532063324,42.17143338760567,1,1.0,1.0026584531218574,1.0006639517398555,400.0,4.47213595499958,267731.6944756149,273523.7892738089,83586.2003163673,47,1778.429793965262,0.0,0.0,0.0,0.0,0.0,-1.570970867950602,-0.9384135741473444,-1.420002255078404,-1.8122107503417084,-1.0154994118319685,1.4029420251649094,0.9416965821485118
48,284030.60953001486,902.4832825374597,1,3.704149289925805,78.0,3.0,1,Downtown,Fair,Property in location 47,2304,6.928203230275509,814476.0752595883,30.04135953210939,1,1.0,13.720721962057844,1.9246166605134136,6084.0,8.831760866327848,281346.191222543,265728.2894519788,43319.197561798064,48,902.4832825374597,0.0,0.0,0.0,0.0,0.0,-1.5675067646034122,-1.6525486470210946,-1.420002255078404,1.3641698819170898,1.0238365478205942,1.4029420251649094,0.9416965821485118
49,296019.62570447585,4454.415270383905,2,1.4614210739248232,80.0,3.0,0,Rural,Poor,Property in location 48,2401,7.0,19841815.401029322,66.74140596649059,4,1.4142135623730951,2.135751555311584,1.2088924989116374,6400.0,8.94427190999916,267731.6944756149,273523.7892738089,218266.34824881135,98,8908.83054076781,0.0,0.0,0.0,0.0,0.0,-1.5640426612562222,1.2432437054693637,-0.7170308416732535,-1.2715054410396303,1.094158477463786,1.4029420251649094,-1.061913167103641
50,133184.50498648715,889.331525571626,5,3.9702591282024464,21.0,,0,Downtown,Fair,Property in location 49,2500,7.0710678118654755,790910.5623755556,29.821662018935598,25,2.23606797749979,15.76295754507485,1.9925509098144636,441.0,4.58257569495584,281346.191222543,265728.2894519788,44466.5762785813,250,4446.65762785813,0.0,0.0,0.0,0.0,0.0,-1.5605785579090323,-1.6632709123611369,1.391883398542198,1.6769046702600037,-0.9803384470103726,,-1.061913167103641
51,486313.08249405137,4473.7470252736375,4,3.864540979115404,37.0,0.0,0,Suburbs,Fair,Property in location 50,2601,7.14142842854285,20014412.446144722,66.88607497284946,16,2.0,14.934676979262246,1.9658435795137426,1369.0,6.082762530298219,262766.53441198374,265728.2894519788,228161.09828895552,204,17894.98810109455,0.0,0.0,0.0,0.0,0.0,-1.5571144545618425,1.2590043529596462,0.6889119851370474,1.552663705728769,-0.4177630098648381,-1.3263308565552216,-1.061913167103641
52,398809.77051250153,3021.5359629142904,2,2.48402556877385,98.0,2.0,1,Rural,Fair,Property in location 51,2704,7.211102550927978,9129679.575184388,54.9684997331589,4,1.4142135623730951,6.170383026322249,1.5760791759216446,9604.0,9.899494936611665,267731.6944756149,265728.2894519788,157119.8700715431,104,6043.071925828581,0.0,0.0,0.0,0.0,0.0,-1.5536503512146527,0.0750566583046208,-0.7170308416732535,-0.06973100712087363,1.7270558442525124,0.4931843979248657,0.9416965821485118
53,472774.5237038851,4744.084333754165,1,2.5381607434378846,79.0,3.0,1,Rural,Good,Property in location 52,2809,7.280109889280518,22506336.165771697,68.87731363630672,1,1.0,6.442259959529155,1.5931606144509989,6241.0,8.888194417315589,267731.6944756149,266790.1207078561,251436.4696889707,53,4744.084333754165,0.0,0.0,0.0,0.0,0.0,-1.5501862478674628,1.4794029172253444,-1.420002255078404,-0.006110839974465888,1.0589975126421902,1.4029420251649094,0.9416965821485118
54,452672.307692442,4154.889590249395,1,2.4446480208275627,7.0,2.0,1,Rural,Fair,Property in location 53,2916,7.3484692283495345,17263107.507162787,64.45843304215046,1,1.0,5.976303945736119,1.563537022531786,49.0,2.6457513110645907,267731.6944756149,265728.2894519788,224364.03787346734,54,4154.889590249395,0.0,0.0,0.0,0.0,0.0,-1.546722144520273,0.9990486654528725,-1.420002255078404,-0.1160078723513994,-1.4725919545127153,0.4931843979248657,0.9416965821485118
55,319054.99046498834,4991.323264240017,1,2.9063309369785677,61.0,3.0,1,Downtown,Good,Property in location 54,3025,7.416198487095663,24913307.92814362,70.64929769106001,1,1.0,8.44675951523872,1.7047964503067712,3721.0,7.810249675906654,281346.191222543,266790.1207078561,274522.77953320096,55,4991.323264240017,0.0,0.0,0.0,0.0,0.0,-1.5432580411730832,1.6809700098917042,-1.420002255078404,0.42656623914734665,0.4261001458534638,1.4029420251649094,0.9416965821485118
56,464843.40576040256,2272.9896248971827,5,1.2721651067047932,46.0,0.0,1,Downtown,Fair,Property in location 55,3136,7.483314773547883,5166481.834890235,47.67588095564866,25,2.23606797749979,1.618404058717218,1.1279029686567872,2116.0,6.782329983125268,281346.191222543,265728.2894519788,127287.41899424224,280,11364.948124485913,0.0,0.0,0.0,0.0,0.0,-1.5397939378258931,-0.5352125609629829,1.391883398542198,-1.4939208362557221,-0.10131432647047489,-1.3263308565552216,0.9416965821485118
